4.212443e-01, 2.067564e-02, 1.181641e-02, 2.067564e-02, 8.154889e-01, 7.462179e-02, 1.181641e-02, 7.462179e-02, 1.114875e+00
2.037363e-01, 1.900980e-02, -4.185020e-02, 1.900980e-02, 1.082871e+00, 4.807020e-01, -4.185020e-02, 4.807020e-01, 1.308648e+00
1.083347e-01, -4.712540e-02, -5.130913e-02, -4.712540e-02, 1.352586e+00, 4.676417e-01, -5.130913e-02, 4.676417e-01, 1.032828e+00
5.314458e-02, -1.700877e-02, -3.711113e-03, -1.700877e-02, 1.579992e+00, 2.027134e-01, -3.711113e-03, 2.027134e-01, 8.589829e-01
4.001341e-02, -4.599533e-02, -1.665248e-02, -4.599533e-02, 1.453237e+00, 2.119300e-01, -1.665248e-02, 2.119300e-01, 6.758842e-01
3.751211e-02, -2.826259e-02, -2.762538e-02, -2.826259e-02, 1.604259e+00, 1.882555e-01, -2.762538e-02, 1.882555e-01, 4.237343e-01
3.635220e-02, -9.861803e-03, -5.431124e-02, -9.861803e-03, 1.670468e+00, 3.392722e-01, -5.431124e-02, 3.392722e-01, 6.874886e-01
2.695342e-02, 3.112449e-02, -4.507610e-02, 3.112449e-02, 2.032732e+00, 1.759868e-01, -4.507610e-02, 1.759868e-01, 5.907948e-01
2.947368e-02, 2.803833e-02, -4.389730e-02, 2.803833e-02, 1.744628e+00, 4.439508e-02, -4.389730e-02, 4.439508e-02, 5.490405e-01
3.101140e-02, 4.841897e-02, -8.756793e-02, 4.841897e-02, 1.860577e+00, -2.309685e-01, -8.756793e-02, -2.309685e-01, 7.439794e-01
2.653385e-02, 3.813451e-02, -6.254160e-02, 3.813451e-02, 1.880783e+00, -2.326353e-01, -6.254160e-02, -2.326353e-01, 4.852208e-01
3.023503e-02, 8.691964e-02, -5.986188e-02, 8.691964e-02, 1.717359e+00, -2.928750e-01, -5.986188e-02, -2.928750e-01, 3.932534e-01
2.803368e-02, 4.533264e-02, -2.540181e-02, 4.533264e-02, 1.359242e+00, -3.149714e-01, -2.540181e-02, -3.149714e-01, 4.024516e-01
3.008167e-02, 3.659215e-02, -8.815707e-02, 3.659215e-02, 8.554867e-01, -2.854544e-01, -8.815707e-02, -2.854544e-01, 8.018977e-01
2.394033e-02, 3.354533e-02, -5.902694e-02, 3.354533e-02, 6.379637e-01, -2.654810e-01, -5.902694e-02, -2.654810e-01, 6.445338e-01
2.332573e-02, 3.744637e-02, -5.280587e-02, 3.744637e-02, 5.028252e-01, -1.946606e-01, -5.280587e-02, -1.946606e-01, 6.060714e-01
2.116747e-02, 2.949897e-02, -5.289272e-02, 2.949897e-02, 3.544925e-01, -1.327344e-01, -5.289272e-02, -1.327344e-01, 7.085483e-01
1.408324e-02, 2.111935e-02, -3.284289e-02, 2.111935e-02, 2.614390e-01, -1.649377e-01, -3.284289e-02, -1.649377e-01, 7.111293e-01
9.608950e-03, 2.516087e-02, -1.383315e-02, 2.516087e-02, 2.634900e-01, -1.270341e-01, -1.383315e-02, -1.270341e-01, 8.208077e-01
6.583448e-03, 1.771648e-02, -2.114314e-02, 1.771648e-02, 2.102793e-01, -1.402901e-01, -2.114314e-02, -1.402901e-01, 1.017206e+00
5.722662e-03, 1.078035e-02, -8.007182e-03, 1.078035e-02, 1.249445e-01, -1.292184e-01, -8.007182e-03, -1.292184e-01, 1.099598e+00
5.018412e-03, 7.043125e-03, -4.191978e-03, 7.043125e-03, 1.044356e-01, -1.717359e-01, -4.191978e-03, -1.717359e-01, 1.163210e+00
