5.000000e+00, 5.000000e+00, 3.000000e+00
4.949816e+00, 5.376599e+00, 3.999603e+00
4.978011e+00, 6.083705e+00, 4.603026e+00
5.070442e+00, 5.578793e+00, 4.000494e+00
5.028076e+00, 5.062860e+00, 4.462799e+00
5.107148e+00, 4.906208e+00, 4.360255e+00
5.003719e+00, 4.888762e+00, 4.542630e+00
4.928729e+00, 4.924314e+00, 5.070157e+00
4.917835e+00, 4.432215e+00, 5.125638e+00
4.998558e+00, 4.133566e+00, 5.048858e+00
5.090980e+00, 4.660976e+00, 4.378539e+00
5.068640e+00, 4.141050e+00, 4.332840e+00
4.993432e+00, 3.352021e+00, 4.640477e+00
5.034425e+00, 2.828679e+00, 4.914472e+00
5.119065e+00, 3.054825e+00, 4.097282e+00
5.055703e+00, 3.146456e+00, 4.673965e+00
5.109697e+00, 3.298387e+00, 4.753700e+00
5.196641e+00, 3.370234e+00, 4.452883e+00
5.213478e+00, 3.292881e+00, 4.552882e+00
5.237112e+00, 3.535147e+00, 4.593606e+00
5.241733e+00, 3.601534e+00, 4.817599e+00
5.251728e+00, 3.590466e+00, 4.445408e+00
5.251778e+00, 3.575245e+00, 4.258710e+00
5.281220e+00, 3.627073e+00, 4.175475e+00
5.273052e+00, 3.655752e+00, 4.734327e+00
5.280417e+00, 3.841796e+00, 4.543447e+00
5.286765e+00, 3.838495e+00, 4.392180e+00
5.296028e+00, 3.849157e+00, 4.465150e+00
5.298781e+00, 3.832715e+00, 4.666234e+00
5.296212e+00, 3.811244e+00, 4.651938e+00
5.295133e+00, 3.777030e+00, 4.605405e+00
5.294573e+00, 3.807409e+00, 4.350385e+00
5.294165e+00, 3.816663e+00, 4.018808e+00
5.294960e+00, 3.836118e+00, 3.776667e+00
5.294218e+00, 3.851900e+00, 3.639299e+00
5.293948e+00, 3.862799e+00, 3.549484e+00
5.294878e+00, 3.854126e+00, 3.689611e+00
5.294736e+00, 3.859657e+00, 3.703685e+00
5.294524e+00, 3.862828e+00, 3.766013e+00
5.293972e+00, 3.862589e+00, 3.796627e+00
5.293776e+00, 3.867660e+00, 3.699819e+00
5.293495e+00, 3.859740e+00, 3.827602e+00
5.293360e+00, 3.865133e+00, 3.751637e+00
5.292428e+00, 3.865896e+00, 3.769817e+00
5.292265e+00, 3.853995e+00, 3.844073e+00
5.292266e+00, 3.856125e+00, 3.874695e+00
5.292200e+00, 3.841517e+00, 3.934264e+00
5.291980e+00, 3.831238e+00, 3.964934e+00
5.291671e+00, 3.828515e+00, 4.018293e+00
5.291677e+00, 3.831746e+00, 4.037445e+00
5.291586e+00, 3.839557e+00, 3.993704e+00
5.291603e+00, 3.847462e+00, 3.913455e+00
5.291551e+00, 3.848222e+00, 3.914101e+00
5.291497e+00, 3.861197e+00, 3.822139e+00
5.291291e+00, 3.835728e+00, 4.003431e+00
