4.636771e+00, 5.636413e+00, 5.673582e+00, 5.400000e+00
5.078217e+00, 6.727609e+00, 4.536317e+00, 5.661605e+00
5.081027e+00, 7.246318e+00, 3.857765e+00, 5.675132e+00
5.188488e+00, 7.882935e+00, 3.210033e+00, 5.648864e+00
5.097627e+00, 8.222549e+00, 3.124795e+00, 6.130342e+00
5.063109e+00, 8.340197e+00, 3.348473e+00, 6.167843e+00
5.107005e+00, 9.180735e+00, 2.809721e+00, 5.747007e+00
5.113762e+00, 9.660743e+00, 2.846868e+00, 5.344089e+00
5.155464e+00, 9.745950e+00, 2.316543e+00, 4.648902e+00
5.207981e+00, 9.530849e+00, 2.768580e+00, 5.026378e+00
5.243710e+00, 9.297425e+00, 3.110724e+00, 5.390502e+00
5.169409e+00, 9.006561e+00, 3.418955e+00, 5.919744e+00
5.215809e+00, 9.268434e+00, 3.693249e+00, 5.916724e+00
5.189738e+00, 9.152583e+00, 3.711382e+00, 6.008640e+00
5.250521e+00, 9.170721e+00, 3.555940e+00, 5.732140e+00
5.273028e+00, 9.230418e+00, 3.645697e+00, 5.784121e+00
5.274937e+00, 9.450306e+00, 3.674050e+00, 5.811677e+00
5.266788e+00, 9.138635e+00, 3.624350e+00, 5.850420e+00
5.264388e+00, 9.217508e+00, 3.483330e+00, 6.012378e+00
5.264449e+00, 9.022556e+00, 3.459047e+00, 5.817486e+00
5.259539e+00, 8.881978e+00, 3.409084e+00, 5.759896e+00
5.251063e+00, 8.735327e+00, 3.565089e+00, 6.029691e+00
5.231289e+00, 8.716808e+00, 3.468525e+00, 5.936571e+00
5.222976e+00, 8.667682e+00, 3.337393e+00, 5.903105e+00
5.221063e+00, 8.736532e+00, 3.237712e+00, 5.954913e+00
5.219303e+00, 8.800354e+00, 2.967085e+00, 5.841963e+00
5.220752e+00, 8.735384e+00, 2.996645e+00, 6.011623e+00
5.227608e+00, 8.908513e+00, 2.757588e+00, 5.880950e+00
5.233270e+00, 8.698781e+00, 2.968751e+00, 5.949803e+00
5.228313e+00, 8.767976e+00, 2.776502e+00, 5.916289e+00
5.231774e+00, 8.684988e+00, 2.764672e+00, 5.943134e+00
5.230326e+00, 8.584468e+00, 2.784932e+00, 5.920630e+00
5.233010e+00, 8.524435e+00, 2.762854e+00, 5.876698e+00
5.228656e+00, 8.589813e+00, 2.706832e+00, 5.807768e+00
5.219871e+00, 8.530740e+00, 2.721793e+00, 5.807245e+00
5.221891e+00, 8.488812e+00, 2.738358e+00, 5.811763e+00
5.224745e+00, 8.485281e+00, 2.692891e+00, 5.777870e+00
5.224875e+00, 8.420997e+00, 2.690066e+00, 5.790634e+00
5.225414e+00, 8.448362e+00, 2.687047e+00, 5.778767e+00
5.226757e+00, 8.412919e+00, 2.678980e+00, 5.790371e+00
5.227999e+00, 8.381269e+00, 2.668811e+00, 5.799278e+00
