5.000000e+00, 5.000000e+00
5.000000e+00, 5.000000e+00
5.118749e+00, 6.026195e+00
5.025047e+00, 8.155618e+00
5.226193e+00, 8.484061e+00
4.953056e+00, 7.910648e+00
4.947141e+00, 9.265910e+00
5.111563e+00, 6.650922e+00
5.169503e+00, 7.463723e+00
5.139829e+00, 6.696366e+00
5.159754e+00, 7.239174e+00
5.172706e+00, 6.872307e+00
5.143062e+00, 6.902352e+00
5.153024e+00, 7.452764e+00
5.158150e+00, 7.286833e+00
5.140098e+00, 7.497641e+00
5.141360e+00, 7.252770e+00
5.143064e+00, 7.366303e+00
5.137797e+00, 7.278548e+00
5.137552e+00, 7.255119e+00
5.139385e+00, 7.341732e+00
5.139501e+00, 7.277562e+00
5.138701e+00, 7.334533e+00
5.138784e+00, 7.260914e+00
5.139414e+00, 7.285373e+00
5.139371e+00, 7.290982e+00
5.138968e+00, 7.312169e+00
5.139071e+00, 7.276314e+00
