4.435331e-01, -4.018373e-02, -5.370585e-02, -4.018373e-02, 8.462852e-01, 1.001450e-01, -5.370585e-02, 1.001450e-01, 9.574626e-01
1.920905e-01, -2.167343e-02, -1.975597e-03, -2.167343e-02, 9.214708e-01, 2.380078e-01, -1.975597e-03, 2.380078e-01, 7.827944e-01
8.215141e-02, -1.204454e-02, 1.815870e-02, -1.204454e-02, 9.279101e-01, 3.973122e-01, 1.815870e-02, 3.973122e-01, 8.089848e-01
4.250506e-02, 9.167939e-03, 1.903447e-02, 9.167939e-03, 8.510728e-01, 1.052113e-01, 1.903447e-02, 1.052113e-01, 8.500398e-01
2.521129e-02, -5.979459e-04, 8.560071e-03, -5.979459e-04, 7.862366e-01, 6.177544e-02, 8.560071e-03, 6.177544e-02, 6.575389e-01
1.891799e-02, -1.827848e-02, 1.529274e-02, -1.827848e-02, 7.345812e-01, -1.457601e-01, 1.529274e-02, -1.457601e-01, 6.535901e-01
1.708398e-02, -3.712650e-02, 1.846275e-02, -3.712650e-02, 8.250670e-01, -3.091040e-01, 1.846275e-02, -3.091040e-01, 5.630572e-01
1.286648e-02, -4.683592e-02, 1.776685e-02, -4.683592e-02, 1.017972e+00, -3.335256e-01, 1.776685e-02, -3.335256e-01, 3.969161e-01
1.258935e-02, -3.231456e-02, 1.638367e-02, -3.231456e-02, 8.298642e-01, -3.512424e-01, 1.638367e-02, -3.512424e-01, 3.105226e-01
1.408583e-02, -2.540815e-02, -4.240771e-03, -2.540815e-02, 6.724754e-01, -2.088983e-01, -4.240771e-03, -2.088983e-01, 2.325315e-01
1.304770e-02, -3.574700e-02, 7.835718e-03, -3.574700e-02, 4.892421e-01, -1.658681e-01, 7.835718e-03, -1.658681e-01, 2.423181e-01
1.123207e-02, -2.863776e-02, 2.766452e-03, -2.863776e-02, 5.502009e-01, -2.586667e-01, 2.766452e-03, -2.586667e-01, 2.826474e-01
9.900910e-03, -3.021911e-02, 4.618706e-03, -3.021911e-02, 4.694204e-01, -1.948550e-01, 4.618706e-03, -1.948550e-01, 1.955507e-01
9.497644e-03, -1.813996e-02, -2.944895e-03, -1.813996e-02, 3.096351e-01, -1.219631e-01, -2.944895e-03, -1.219631e-01, 1.289121e-01
9.376940e-03, -1.776062e-02, -2.147888e-03, -1.776062e-02, 2.071292e-01, -7.353554e-02, -2.147888e-03, -7.353554e-02, 8.866760e-02
1.300481e-02, -4.872669e-02, 2.665463e-03, -4.872669e-02, 3.657348e-01, -9.134127e-02, 2.665463e-03, -9.134127e-02, 7.163345e-02
1.430110e-02, -6.284134e-02, 1.119006e-02, -6.284134e-02, 4.351070e-01, -1.217586e-01, 1.119006e-02, -1.217586e-01, 7.011536e-02
8.851748e-03, -3.755273e-02, 7.905301e-03, -3.755273e-02, 3.265234e-01, -1.360382e-01, 7.905301e-03, -1.360382e-01, 1.049537e-01
6.572809e-03, -2.522937e-02, 4.589154e-03, -2.522937e-02, 2.642433e-01, -1.077199e-01, 4.589154e-03, -1.077199e-01, 7.829481e-02
5.916943e-03, -2.229318e-02, 3.324608e-03, -2.229318e-02, 3.109090e-01, -1.370847e-01, 3.324608e-03, -1.370847e-01, 8.418057e-02
4.784464e-03, -1.576664e-02, 2.739400e-03, -1.576664e-02, 2.941559e-01, -1.293544e-01, 2.739400e-03, -1.293544e-01, 7.399862e-02
5.134966e-03, -3.161000e-02, 1.029486e-02, -3.161000e-02, 4.612726e-01, -1.854674e-01, 1.029486e-02, -1.854674e-01, 8.646123e-02
4.196943e-03, -2.221101e-02, 6.039290e-03, -2.221101e-02, 2.931010e-01, -1.012043e-01, 6.039290e-03, -1.012043e-01, 4.804177e-02
3.791651e-03, -2.720226e-02, 6.638096e-03, -2.720226e-02, 4.751319e-01, -1.365296e-01, 6.638096e-03, -1.365296e-01, 5.162408e-02
4.014662e-03, -2.785133e-02, 6.756174e-03, -2.785133e-02, 3.703302e-01, -1.113115e-01, 6.756174e-03, -1.113115e-01, 4.391639e-02
2.679858e-03, -1.871416e-02, 3.599099e-03, -1.871416e-02, 2.761536e-01, -8.411426e-02, 3.599099e-03, -8.411426e-02, 3.624270e-02
2.591932e-03, -2.068598e-02, 3.875419e-03, -2.068598e-02, 2.834153e-01, -7.240899e-02, 3.875419e-03, -7.240899e-02, 2.744609e-02
3.582949e-03, -2.516804e-02, 5.301632e-03, -2.516804e-02, 2.737550e-01, -7.257923e-02, 5.301632e-03, -7.257923e-02, 2.700746e-02
4.378369e-03, -2.792049e-02, 6.236299e-03, -2.792049e-02, 2.801550e-01, -8.239316e-02, 6.236299e-03, -8.239316e-02, 3.540283e-02
6.017391e-03, -3.929064e-02, 6.741618e-03, -3.929064e-02, 3.225764e-01, -7.233113e-02, 6.741618e-03, -7.233113e-02, 2.690202e-02
