5.000000e+00, 6.000000e+00, 3.000000e+00
4.841249e+00, 6.394439e+00, 3.625085e+00
5.064471e+00, 6.229391e+00, 3.733471e+00
5.025063e+00, 6.116508e+00, 3.342005e+00
4.963512e+00, 6.190012e+00, 2.723843e+00
5.034411e+00, 5.505721e+00, 3.167069e+00
5.009294e+00, 6.377602e+00, 2.899909e+00
4.980127e+00, 6.743564e+00, 2.457324e+00
5.012334e+00, 6.854755e+00, 2.301747e+00
4.975828e+00, 6.943144e+00, 2.250113e+00
5.030015e+00, 6.847406e+00, 2.202333e+00
5.005409e+00, 6.799942e+00, 2.052919e+00
5.018615e+00, 7.146045e+00, 1.739118e+00
5.001789e+00, 7.358836e+00, 1.677186e+00
5.052946e+00, 7.244845e+00, 1.658822e+00
5.037524e+00, 7.309302e+00, 1.648034e+00
4.993251e+00, 7.622536e+00, 1.579711e+00
4.939775e+00, 7.886684e+00, 1.488133e+00
4.968950e+00, 7.976079e+00, 1.304384e+00
5.005588e+00, 7.992371e+00, 1.302814e+00
4.997428e+00, 8.335235e+00, 1.115939e+00
5.003742e+00, 8.500774e+00, 1.069349e+00
4.943185e+00, 8.977203e+00, 8.990327e-01
4.991997e+00, 8.497109e+00, 1.003836e+00
5.013967e+00, 7.951875e+00, 1.214765e+00
4.950511e+00, 8.547531e+00, 1.074198e+00
4.970766e+00, 8.482621e+00, 1.021118e+00
4.971919e+00, 8.571065e+00, 9.870709e-01
4.985240e+00, 8.398473e+00, 1.057880e+00
5.006375e+00, 8.403270e+00, 1.031310e+00
4.945501e+00, 8.817185e+00, 9.826826e-01
4.943533e+00, 8.803432e+00, 1.021994e+00
4.927918e+00, 8.953233e+00, 9.668627e-01
4.909922e+00, 9.061431e+00, 9.934555e-01
4.920061e+00, 8.939641e+00, 1.048072e+00
4.923227e+00, 8.883358e+00, 1.039840e+00
4.921632e+00, 8.888513e+00, 1.019619e+00
4.923395e+00, 8.890968e+00, 1.045691e+00
4.923075e+00, 8.868716e+00, 1.059445e+00
4.924024e+00, 8.921363e+00, 1.044381e+00
4.924972e+00, 8.937052e+00, 1.019842e+00
4.924910e+00, 8.967203e+00, 1.005176e+00
4.925229e+00, 9.040118e+00, 9.717416e-01
4.925257e+00, 8.924808e+00, 9.973223e-01
4.925459e+00, 8.920252e+00, 9.854955e-01
4.926077e+00, 8.880961e+00, 9.839914e-01
4.925407e+00, 8.847384e+00, 9.990115e-01
4.924991e+00, 8.855197e+00, 1.002405e+00
4.925103e+00, 8.901993e+00, 9.955285e-01
4.925284e+00, 8.805611e+00, 1.017969e+00
4.924934e+00, 8.796587e+00, 1.021171e+00
4.924892e+00, 8.768116e+00, 1.024669e+00
