5.000000e+00, 6.000000e+00, 2.000000e+00
4.936014e+00, 6.162835e+00, 2.407998e+00
5.028449e+00, 5.852655e+00, 2.750692e+00
5.052472e+00, 6.044694e+00, 2.756686e+00
5.171611e+00, 6.113027e+00, 2.251719e+00
5.002559e+00, 6.459627e+00, 2.001530e+00
4.991306e+00, 7.038661e+00, 1.789279e+00
5.047755e+00, 7.627646e+00, 2.052192e+00
5.079570e+00, 7.533437e+00, 2.845163e+00
5.115780e+00, 7.709477e+00, 2.869041e+00
5.042562e+00, 8.642289e+00, 2.135761e+00
5.036469e+00, 8.204214e+00, 2.195776e+00
4.965180e+00, 8.924109e+00, 1.762980e+00
4.997201e+00, 8.473654e+00, 2.239267e+00
4.921675e+00, 8.889193e+00, 1.972575e+00
4.932327e+00, 8.481640e+00, 1.603349e+00
5.042641e+00, 7.584919e+00, 2.190857e+00
5.076015e+00, 7.125029e+00, 2.153947e+00
5.018118e+00, 7.299850e+00, 2.126617e+00
4.999692e+00, 7.409843e+00, 1.822718e+00
4.933079e+00, 7.886065e+00, 1.797109e+00
4.907223e+00, 7.984370e+00, 1.741626e+00
4.898713e+00, 8.039357e+00, 1.681515e+00
4.899088e+00, 8.353767e+00, 1.732400e+00
4.903874e+00, 8.457165e+00, 1.752243e+00
4.903068e+00, 8.501655e+00, 1.665690e+00
4.905933e+00, 8.188736e+00, 1.546189e+00
4.913119e+00, 7.633567e+00, 1.498621e+00
4.916391e+00, 7.182253e+00, 1.535545e+00
4.909525e+00, 8.610266e+00, 1.376705e+00
4.905753e+00, 8.895691e+00, 1.497985e+00
4.908637e+00, 8.992716e+00, 1.482595e+00
4.917707e+00, 9.567771e+00, 1.191638e+00
4.918250e+00, 9.779712e+00, 9.609541e-01
4.919438e+00, 9.969769e+00, 9.483064e-01
4.919785e+00, 9.803474e+00, 8.814768e-01
4.919963e+00, 9.999203e+00, 8.938891e-01
4.921741e+00, 9.998284e+00, 8.088481e-01
4.918956e+00, 9.948319e+00, 1.018623e+00
4.918992e+00, 9.891386e+00, 1.086215e+00
4.918513e+00, 9.997213e+00, 1.062101e+00
4.920097e+00, 9.998502e+00, 1.018173e+00
4.919226e+00, 9.989371e+00, 1.061498e+00
4.919923e+00, 9.980353e+00, 9.889420e-01
4.919781e+00, 9.960310e+00, 1.006932e+00
4.920560e+00, 9.925100e+00, 9.583588e-01
4.920128e+00, 9.715213e+00, 9.743583e-01
4.921140e+00, 9.640194e+00, 9.584906e-01
4.920919e+00, 9.444489e+00, 9.904467e-01
4.920873e+00, 9.208628e+00, 1.009913e+00
4.921221e+00, 9.477923e+00, 9.564536e-01
4.921051e+00, 9.800977e+00, 9.407786e-01
4.921209e+00, 9.620365e+00, 9.506506e-01
4.921310e+00, 9.464470e+00, 9.581791e-01
4.921339e+00, 9.467633e+00, 9.620463e-01
4.921673e+00, 9.369548e+00, 9.563158e-01
4.921856e+00, 9.347620e+00, 9.530666e-01
4.921804e+00, 9.421071e+00, 9.479536e-01
4.921887e+00, 9.346706e+00, 9.484231e-01
4.921851e+00, 9.475713e+00, 9.498530e-01
4.921822e+00, 9.457673e+00, 9.354260e-01
4.921795e+00, 9.455310e+00, 9.464930e-01
4.921852e+00, 9.482109e+00, 9.449917e-01
4.921699e+00, 9.503817e+00, 9.405174e-01
4.921888e+00, 9.449446e+00, 9.434754e-01
4.921882e+00, 9.498484e+00, 9.452109e-01
4.921904e+00, 9.509487e+00, 9.430032e-01
4.921847e+00, 9.517022e+00, 9.443611e-01
4.921820e+00, 9.527734e+00, 9.426817e-01
4.921846e+00, 9.537126e+00, 9.440103e-01
4.921850e+00, 9.557315e+00, 9.428932e-01
4.921878e+00, 9.530929e+00, 9.467217e-01
4.921891e+00, 9.525201e+00, 9.469145e-01
4.921901e+00, 9.528911e+00, 9.472674e-01
4.921876e+00, 9.535464e+00, 9.460488e-01
