6.000000e+00, 6.000000e+00
5.203175e+00, 6.351747e+00
4.865525e+00, 5.922473e+00
5.001835e+00, 6.154751e+00
4.843171e+00, 6.131420e+00
4.947040e+00, 6.092322e+00
4.917712e+00, 5.888113e+00
4.863287e+00, 5.858390e+00
4.812653e+00, 5.857096e+00
4.853686e+00, 5.853657e+00
4.819643e+00, 5.842642e+00
4.799265e+00, 5.873340e+00
4.782003e+00, 5.867778e+00
4.775921e+00, 5.853922e+00
4.781392e+00, 5.853532e+00
4.790314e+00, 5.844455e+00
4.794932e+00, 5.847028e+00
4.798017e+00, 5.855679e+00
4.806386e+00, 5.856310e+00
4.805185e+00, 5.863757e+00
4.804091e+00, 5.862425e+00
4.802900e+00, 5.862409e+00
4.803861e+00, 5.862448e+00
4.805146e+00, 5.863625e+00
4.804914e+00, 5.862820e+00
4.804189e+00, 5.863272e+00
