5.000000e+00, 5.000000e+00
5.319656e+00, 6.444300e+00
5.074226e+00, 7.989721e+00
4.888549e+00, 9.781791e+00
5.003471e+00, 9.281785e+00
4.902211e+00, 6.237302e+00
5.007010e+00, 4.973657e+00
4.989416e+00, 4.127044e+00
5.093223e+00, 4.475755e+00
4.991704e+00, 4.926141e+00
5.049773e+00, 5.341513e+00
5.061362e+00, 5.758052e+00
5.012076e+00, 5.790240e+00
5.041039e+00, 6.616469e+00
5.005060e+00, 6.876123e+00
5.031321e+00, 7.058400e+00
5.034974e+00, 7.249299e+00
5.037508e+00, 7.397116e+00
5.077503e+00, 7.744202e+00
5.065189e+00, 7.511008e+00
5.078697e+00, 7.432116e+00
5.081390e+00, 7.232100e+00
5.082322e+00, 7.068255e+00
5.086740e+00, 6.908919e+00
5.087090e+00, 6.890170e+00
5.088830e+00, 6.928427e+00
5.085842e+00, 6.939889e+00
5.088782e+00, 7.074960e+00
5.087325e+00, 7.040444e+00
5.088441e+00, 7.051787e+00
5.089137e+00, 7.062030e+00
5.090131e+00, 7.060900e+00
5.090218e+00, 7.043928e+00
5.089837e+00, 7.064674e+00
5.089112e+00, 7.062811e+00
5.089071e+00, 7.075875e+00
5.089680e+00, 7.073846e+00
5.089803e+00, 7.061702e+00
5.089636e+00, 7.052921e+00
5.089832e+00, 7.047681e+00
5.089574e+00, 7.047810e+00
