5.071980e+00, 5.544142e+00, 2.605519e+00, 5.400000e+00
5.042097e+00, 6.480098e+00, 2.496769e+00, 5.537810e+00
5.028588e+00, 7.066896e+00, 2.243474e+00, 5.274339e+00
5.042041e+00, 7.737695e+00, 1.653586e+00, 5.511011e+00
5.036590e+00, 8.743654e+00, 1.479009e+00, 5.090664e+00
5.026213e+00, 9.618811e+00, 1.431058e+00, 5.260547e+00
4.999496e+00, 9.980564e+00, 1.341259e+00, 5.163213e+00
5.012930e+00, 9.994997e+00, 1.385153e+00, 5.230456e+00
5.031887e+00, 9.999356e+00, 1.322896e+00, 5.367776e+00
5.024387e+00, 9.999064e+00, 1.440011e+00, 5.167737e+00
5.070089e+00, 9.999882e+00, 1.353976e+00, 5.330989e+00
5.092739e+00, 9.998068e+00, 1.349291e+00, 5.444973e+00
5.072417e+00, 9.997996e+00, 1.395939e+00, 5.387404e+00
5.108621e+00, 9.991705e+00, 1.356188e+00, 5.339025e+00
5.111595e+00, 9.996399e+00, 1.256533e+00, 5.346730e+00
5.100500e+00, 9.990232e+00, 1.225353e+00, 5.361420e+00
5.101606e+00, 9.988913e+00, 1.093029e+00, 5.282815e+00
5.090396e+00, 9.997010e+00, 1.108683e+00, 5.202459e+00
5.089430e+00, 9.995119e+00, 1.053145e+00, 5.139777e+00
5.088933e+00, 9.998997e+00, 1.103479e+00, 5.190425e+00
5.088472e+00, 9.995785e+00, 1.118378e+00, 5.200558e+00
5.090115e+00, 9.996031e+00, 1.110000e+00, 5.216245e+00
5.089685e+00, 9.994745e+00, 1.104961e+00, 5.227893e+00
5.089980e+00, 9.994606e+00, 1.091295e+00, 5.223775e+00
5.088993e+00, 9.993427e+00, 1.098181e+00, 5.223934e+00
5.089357e+00, 9.992499e+00, 1.140516e+00, 5.244035e+00
5.089277e+00, 9.989799e+00, 1.162712e+00, 5.262382e+00
5.089679e+00, 9.993299e+00, 1.180049e+00, 5.270911e+00
5.089809e+00, 9.992045e+00, 1.224295e+00, 5.305662e+00
5.090830e+00, 9.991854e+00, 1.239686e+00, 5.310275e+00
5.091637e+00, 9.992598e+00, 1.225838e+00, 5.316898e+00
5.091240e+00, 9.991729e+00, 1.242081e+00, 5.332551e+00
5.091466e+00, 9.992960e+00, 1.247613e+00, 5.341243e+00
5.090088e+00, 9.993541e+00, 1.259267e+00, 5.334112e+00
5.090290e+00, 9.993158e+00, 1.248075e+00, 5.332664e+00
