5.064625e+00, 8.155328e+00, 1.489363e+00, 4.920005e+00
4.989361e+00, 8.040028e+00, 1.667719e+00, 4.923376e+00
5.003965e+00, 7.855046e+00, 1.890878e+00, 4.921719e+00
5.018431e+00, 7.891294e+00, 1.998055e+00, 4.734615e+00
5.008044e+00, 7.746921e+00, 2.041588e+00, 4.832996e+00
5.008182e+00, 7.757428e+00, 1.943048e+00, 4.892719e+00
4.993937e+00, 7.841468e+00, 1.924065e+00, 4.850138e+00
5.004896e+00, 7.839319e+00, 1.859357e+00, 4.891885e+00
5.028664e+00, 7.837555e+00, 1.693017e+00, 5.004607e+00
5.015353e+00, 7.846863e+00, 1.512830e+00, 5.031365e+00
5.040668e+00, 7.903734e+00, 1.666428e+00, 4.972815e+00
5.027328e+00, 7.879343e+00, 1.557559e+00, 4.974411e+00
5.050768e+00, 7.911044e+00, 1.623706e+00, 4.927182e+00
5.067642e+00, 7.926509e+00, 1.774096e+00, 4.897223e+00
5.059322e+00, 7.924298e+00, 1.797733e+00, 4.896357e+00
5.065911e+00, 7.929487e+00, 1.858216e+00, 4.886861e+00
