7.340531e-01, -4.340391e-02, 1.101245e-01, 4.302654e-02, -3.462192e-02, -4.340391e-02, 7.240579e-01, 9.547505e-02, 3.645278e-02, -2.142671e-03, 1.101245e-01, 9.547505e-02, 1.218725e+00, 1.456800e-01, -1.654095e-02, 4.302654e-02, 3.645278e-02, 1.456800e-01, 9.305552e-01, -5.948411e-02, -3.462192e-02, -2.142671e-03, -1.654095e-02, -5.948411e-02, 8.050840e-01
7.090298e-01, -3.680571e-02, 1.800347e-01, 2.082907e-02, 7.701147e-04, -3.680571e-02, 3.622910e-01, 8.442694e-02, 9.641423e-03, 3.543407e-04, 1.800347e-01, 8.442694e-02, 1.499352e+00, 2.562562e-01, 1.282152e-01, 2.082907e-02, 9.641423e-03, 2.562562e-01, 9.552028e-01, 9.211602e-02, 7.701147e-04, 3.543407e-04, 1.282152e-01, 9.211602e-02, 6.861142e-01
6.735666e-01, 5.109677e-03, 1.748993e-01, 6.182031e-02, -5.155416e-02, 5.109677e-03, 1.878993e-01, 7.021815e-02, 1.988407e-02, -4.117288e-03, 1.748993e-01, 7.021815e-02, 1.150530e+00, 2.687065e-01, 1.044487e-01, 6.182031e-02, 1.988407e-02, 2.687065e-01, 7.965362e-01, 1.222315e-01, -5.155416e-02, -4.117288e-03, 1.044487e-01, 1.222315e-01, 8.192025e-01
9.132376e-01, 5.882564e-02, 2.994745e-01, 7.973327e-02, -2.242804e-01, 5.882564e-02, 1.134872e-01, 5.514705e-02, 2.515410e-02, -2.496179e-02, 2.994745e-01, 5.514705e-02, 9.271451e-01, 2.367915e-01, 4.016637e-02, 7.973327e-02, 2.515410e-02, 2.367915e-01, 6.689832e-01, 4.237611e-05, -2.242804e-01, -2.496179e-02, 4.016637e-02, 4.237611e-05, 7.424866e-01
6.598045e-01, 4.930567e-02, 1.918989e-01, 9.879489e-02, -1.462978e-01, 4.930567e-02, 7.655806e-02, 3.750677e-02, 2.944582e-02, -1.879526e-02, 1.918989e-01, 3.750677e-02, 8.993865e-01, 2.123927e-01, 6.157616e-02, 9.879489e-02, 2.944582e-02, 2.123927e-01, 6.205341e-01, 7.862638e-02, -1.462978e-01, -1.879526e-02, 6.157616e-02, 7.862638e-02, 6.658782e-01
5.542734e-01, 2.818445e-02, 2.515510e-01, 9.953300e-02, -2.307194e-01, 2.818445e-02, 5.269866e-02, 3.366139e-02, 1.957930e-02, -3.385377e-02, 2.515510e-01, 3.366139e-02, 8.518368e-01, 1.636652e-01, -2.560540e-02, 9.953300e-02, 1.957930e-02, 1.636652e-01, 5.217465e-01, -1.390151e-02, -2.307194e-01, -3.385377e-02, -2.560540e-02, -1.390151e-02, 7.328146e-01
4.157169e-01, 3.393269e-02, 2.754078e-01, 6.465613e-02, -1.353017e-01, 3.393269e-02, 4.350898e-02, 6.178174e-02, 1.384754e-02, -1.135332e-02, 2.754078e-01, 6.178174e-02, 1.179970e+00, 7.067031e-02, 3.200269e-01, 6.465613e-02, 1.384754e-02, 7.067031e-02, 5.485199e-01, 2.471328e-02, -1.353017e-01, -1.135332e-02, 3.200269e-01, 2.471328e-02, 7.984145e-01
3.439450e-01, 1.862219e-02, 3.348373e-01, 1.795578e-02, -2.587028e-02, 1.862219e-02, 2.917909e-02, 4.192185e-02, 1.438226e-02, 5.912847e-03, 3.348373e-01, 4.192185e-02, 1.211315e+00, -1.670643e-02, 3.900815e-01, 1.795578e-02, 1.438226e-02, -1.670643e-02, 4.315545e-01, -3.715257e-03, -2.587028e-02, 5.912847e-03, 3.900815e-01, -3.715257e-03, 7.018887e-01
2.512585e-01, 1.083328e-02, 2.934816e-01, 3.407545e-02, -1.590744e-02, 1.083328e-02, 2.196508e-02, 3.945915e-02, -1.529931e-03, 9.501406e-03, 2.934816e-01, 3.945915e-02, 1.126800e+00, -5.562077e-03, 2.993628e-01, 3.407545e-02, -1.529931e-03, -5.562077e-03, 3.966557e-01, -3.993310e-02, -1.590744e-02, 9.501406e-03, 2.993628e-01, -3.993310e-02, 5.403464e-01
1.853280e-01, 9.590356e-03, 1.429986e-01, 4.805966e-02, -2.438516e-02, 9.590356e-03, 1.849305e-02, 1.570181e-02, -3.512239e-03, 1.530486e-02, 1.429986e-01, 1.570181e-02, 1.017439e+00, -3.015214e-02, 2.714880e-01, 4.805966e-02, -3.512239e-03, -3.015214e-02, 3.180834e-01, -4.845705e-02, -2.438516e-02, 1.530486e-02, 2.714880e-01, -4.845705e-02, 4.950846e-01
