4.899076e+00, 5.887994e+00, 2.775704e+00, 5.400000e+00
4.825365e+00, 6.890876e+00, 2.677029e+00, 5.672261e+00
5.049399e+00, 6.943291e+00, 2.522185e+00, 5.427754e+00
5.012713e+00, 6.981795e+00, 2.518293e+00, 5.470100e+00
4.973577e+00, 7.408531e+00, 2.295090e+00, 5.295503e+00
5.009482e+00, 7.894499e+00, 2.165239e+00, 5.395012e+00
5.015845e+00, 8.521855e+00, 1.869564e+00, 5.187215e+00
5.035018e+00, 9.238903e+00, 1.830603e+00, 5.243869e+00
5.002089e+00, 9.893354e+00, 1.613395e+00, 5.156539e+00
4.994703e+00, 9.995482e+00, 1.515973e+00, 4.834601e+00
5.039025e+00, 9.978130e+00, 1.694583e+00, 4.821515e+00
5.039903e+00, 9.994681e+00, 1.566794e+00, 4.675897e+00
5.036917e+00, 9.993284e+00, 1.620608e+00, 4.809653e+00
5.072629e+00, 9.999804e+00, 1.637560e+00, 4.836894e+00
5.054015e+00, 9.996484e+00, 1.615654e+00, 4.864785e+00
5.068148e+00, 9.999993e+00, 1.520635e+00, 4.965283e+00
5.074072e+00, 9.995945e+00, 1.596828e+00, 5.069278e+00
5.079503e+00, 9.999019e+00, 1.594884e+00, 5.018889e+00
5.064842e+00, 9.998720e+00, 1.587831e+00, 5.066304e+00
5.065238e+00, 9.997553e+00, 1.543918e+00, 5.135463e+00
5.064663e+00, 9.996558e+00, 1.549549e+00, 5.182340e+00
5.070159e+00, 9.994354e+00, 1.573112e+00, 5.234467e+00
5.068167e+00, 9.986643e+00, 1.583628e+00, 5.229443e+00
5.066673e+00, 9.983523e+00, 1.596891e+00, 5.225464e+00
5.068476e+00, 9.984449e+00, 1.556379e+00, 5.204770e+00
5.068448e+00, 9.993142e+00, 1.528021e+00, 5.174418e+00
5.066763e+00, 9.993898e+00, 1.529740e+00, 5.159680e+00
5.065380e+00, 9.998837e+00, 1.481617e+00, 5.144168e+00
5.066161e+00, 9.997760e+00, 1.500974e+00, 5.133988e+00
5.067313e+00, 9.996849e+00, 1.520557e+00, 5.122820e+00
5.067238e+00, 9.995691e+00, 1.530610e+00, 5.136519e+00
5.066531e+00, 9.992363e+00, 1.548407e+00, 5.132819e+00
5.067062e+00, 9.993590e+00, 1.539153e+00, 5.120517e+00
5.066654e+00, 9.991850e+00, 1.546890e+00, 5.109471e+00
5.066459e+00, 9.992953e+00, 1.547983e+00, 5.113686e+00
5.066180e+00, 9.992931e+00, 1.550694e+00, 5.105685e+00
5.065951e+00, 9.994933e+00, 1.549326e+00, 5.101331e+00
5.065669e+00, 9.994963e+00, 1.554366e+00, 5.096313e+00
5.065015e+00, 9.996126e+00, 1.541276e+00, 5.084435e+00
5.065187e+00, 9.997624e+00, 1.537383e+00, 5.084719e+00
