5.513603e-01, -2.847358e-02, -8.467872e-02, -5.309272e-03, -2.847358e-02, 9.048614e-01, -1.257783e-01, -1.288589e-01, -8.467872e-02, -1.257783e-01, 1.055494e+00, 1.260028e-01, -5.309272e-03, -1.288589e-01, 1.260028e-01, 7.972308e-01
3.390291e-01, -1.674074e-02, 2.280201e-02, 1.853917e-03, -1.674074e-02, 7.923579e-01, -1.424325e-01, -1.479301e-01, 2.280201e-02, -1.424325e-01, 9.007088e-01, 2.150866e-02, 1.853917e-03, -1.479301e-01, 2.150866e-02, 7.408996e-01
1.865732e-01, -6.026549e-03, 9.870288e-03, 2.949622e-02, -6.026549e-03, 7.003145e-01, -8.864705e-02, -2.162105e-01, 9.870288e-03, -8.864705e-02, 6.798257e-01, 2.344775e-03, 2.949622e-02, -2.162105e-01, 2.344775e-03, 7.366069e-01
1.081294e-01, -2.772807e-02, -1.313707e-02, 4.196993e-02, -2.772807e-02, 5.811451e-01, 4.313524e-02, -1.813436e-01, -1.313707e-02, 4.313524e-02, 6.197742e-01, -1.138913e-01, 4.196993e-02, -1.813436e-01, -1.138913e-01, 7.466910e-01
6.130355e-02, -3.190258e-03, -4.192814e-03, 4.200889e-03, -3.190258e-03, 5.279770e-01, -2.246162e-02, -1.348534e-01, -4.192814e-03, -2.246162e-02, 4.891395e-01, -2.288711e-02, 4.200889e-03, -1.348534e-01, -2.288711e-02, 6.158304e-01
3.883063e-02, -5.066358e-03, 2.415147e-03, 5.137474e-03, -5.066358e-03, 4.940181e-01, -1.159502e-01, -9.567817e-02, 2.415147e-03, -1.159502e-01, 4.408999e-01, 4.355008e-02, 5.137474e-03, -9.567817e-02, 4.355008e-02, 4.540462e-01
2.893539e-02, 1.255650e-02, -1.715866e-02, 9.396289e-03, 1.255650e-02, 3.756366e-01, -1.570733e-01, 3.544672e-03, -1.715866e-02, -1.570733e-01, 4.592149e-01, -1.972877e-02, 9.396289e-03, 3.544672e-03, -1.972877e-02, 3.306568e-01
2.117624e-02, 9.238148e-03, -1.884571e-02, 5.463368e-03, 9.238148e-03, 2.610785e-01, -1.179058e-01, 6.735085e-03, -1.884571e-02, -1.179058e-01, 4.597950e-01, -1.129118e-01, 5.463368e-03, 6.735085e-03, -1.129118e-01, 3.229002e-01
1.550235e-02, 3.207807e-03, -4.566800e-03, 5.780456e-03, 3.207807e-03, 1.833845e-01, -8.652185e-02, 3.081257e-02, -4.566800e-03, -8.652185e-02, 4.218334e-01, -1.681381e-01, 5.780456e-03, 3.081257e-02, -1.681381e-01, 3.752436e-01
1.384696e-02, 1.528095e-03, -3.594110e-06, 4.494363e-03, 1.528095e-03, 1.340946e-01, -6.377361e-02, 5.410468e-02, -3.594110e-06, -6.377361e-02, 3.684471e-01, -1.876692e-01, 4.494363e-03, 5.410468e-02, -1.876692e-01, 3.920987e-01
1.375224e-02, -3.771364e-03, 1.225971e-03, 1.258229e-03, -3.771364e-03, 1.102556e-01, -9.664265e-03, 1.504132e-02, 1.225971e-03, -9.664265e-03, 3.375860e-01, -1.942850e-01, 1.258229e-03, 1.504132e-02, -1.942850e-01, 3.508562e-01
1.377684e-02, -4.246011e-03, -9.678676e-03, 1.510466e-02, -4.246011e-03, 9.566057e-02, 1.044835e-02, -3.556474e-02, -9.678676e-03, 1.044835e-02, 3.127237e-01, -2.515957e-01, 1.510466e-02, -3.556474e-02, -2.515957e-01, 4.293292e-01
1.210012e-02, -6.289452e-03, -9.033213e-03, 2.229770e-02, -6.289452e-03, 8.235015e-02, 1.308071e-02, -4.200829e-02, -9.033213e-03, 1.308071e-02, 2.780631e-01, -2.566853e-01, 2.229770e-02, -4.200829e-02, -2.566853e-01, 5.446806e-01
7.435432e-03, -4.221747e-03, -7.762917e-03, 1.383413e-02, -4.221747e-03, 7.029385e-02, 4.251603e-02, -5.014929e-02, -7.762917e-03, 4.251603e-02, 4.110287e-01, -3.004729e-01, 1.383413e-02, -5.014929e-02, -3.004729e-01, 4.603290e-01
3.816916e-03, -1.649116e-03, -1.853753e-03, 6.469835e-03, -1.649116e-03, 6.136335e-02, 6.031728e-02, -5.699390e-02, -1.853753e-03, 6.031728e-02, 4.538746e-01, -2.603060e-01, 6.469835e-03, -5.699390e-02, -2.603060e-01, 3.439284e-01
1.866385e-03, -1.061532e-03, -3.337834e-04, 9.142664e-04, -1.061532e-03, 5.889039e-02, 6.836596e-02, -8.178809e-02, -3.337834e-04, 6.836596e-02, 4.288527e-01, -3.337081e-01, 9.142664e-04, -8.178809e-02, -3.337081e-01, 4.763915e-01
