% # columns="iteration, evaluation, void, void, void, xmean", seed=5, Tue Mar  2 17:36:58 2021, <python>{}</python> # scaling_of_variables: 1, typical_x: 0
1 40 0 0 0 5.09389144708248 10.546495787202534 3.0878334017579014 8.76410233813434
2 80 0 0 0 5.060410878744745 10.454071838107236 3.181645662633944 8.891166683753621
3 120 0 0 0 5.00153734764494 10.41541276686406 2.9542615702450665 8.965017125012961
4 160 0 0 0 5.100651730011171 10.502590763657585 3.24981217001014 9.055174206699393
5 200 0 0 0 5.165218181646802 10.449491763958434 3.1583179746558145 8.682043561042919
6 240 0 0 0 5.145870810310178 10.652087441381317 3.215976354559144 8.87077333683536
7 280 0 0 0 5.205818054884965 10.531761654876858 3.190162195282631 8.806263452648817
8 320 0 0 0 5.232102167131691 10.45810521691637 3.23647780621997 8.761891711281132
9 360 0 0 0 5.274342376187321 10.46194702577552 3.191704996540742 8.695950188961252
10 400 0 0 0 5.273787913031992 10.470441145172982 3.2118583098061477 8.680844699753042
11 440 0 0 0 5.2750447557569755 10.484976611194567 3.17008162865192 8.720115717507763
12 480 0 0 0 5.2763395095468475 10.472530235806268 3.1791242055414637 8.7229828976103
13 520 0 0 0 5.267212497699872 10.468743385404885 3.15573868750344 8.733204982937124
14 560 0 0 0 5.2646360284641815 10.45387311874112 3.1532066570834605 8.762837492284282
15 600 0 0 0 5.264557196731474 10.439697893740798 3.138253175507671 8.74663989298835
16 640 0 0 0 5.260106522584849 10.403509912616988 3.0971632349169687 8.734016955258257
17 680 0 0 0 5.257997932439001 10.365402008106077 3.0731623996457436 8.676677096088865
18 720 0 0 0 5.255114578335279 10.357574724061552 3.0373175275831312 8.649012052537714
19 760 0 0 0 5.254312239869276 10.302505054382834 3.015666491352787 8.582606999107302
20 800 0 0 0 5.2545432382634205 10.250863568503616 2.9907955398047985 8.503062008703093
21 840 0 0 0 5.255729841008635 10.214516844554602 2.9786044463060706 8.424315215386128
22 880 0 0 0 5.253816099932434 10.243610192399863 2.960032462541549 8.465812279892726
23 920 0 0 0 5.255962064132266 10.228452543761668 2.959146145269045 8.44024194060836
24 960 0 0 0 5.255913133451191 10.292723487731397 2.976326776300772 8.54182711085311
25 1000 0 0 0 5.256237801424523 10.367507329887239 2.99363831056837 8.649393385316792
