5.000000e+00, 5.000000e+00, 5.000000e+00, 4.000000e+00
5.000000e+00, 5.000000e+00, 5.000000e+00, 4.000000e+00
5.000000e+00, 5.000000e+00, 5.000000e+00, 4.000000e+00
6.162786e+00, 5.456767e+00, 5.970489e+00, 3.913344e+00
7.015946e+00, 5.797936e+00, 5.168784e+00, 2.745185e+00
7.612754e+00, 5.059186e+00, 4.637897e+00, 2.249419e+00
8.268310e+00, 4.293439e+00, 4.032816e+00, 7.803348e-01
5.000000e+00, 5.000000e+00
4.500000e+00, 5.500000e+00
4.542317e+00, 5.327787e+00
4.420415e+00, 5.226990e+00
4.354902e+00, 5.273531e+00
4.293989e+00, 5.187958e+00
4.750000e+00, 5.250000e+00
4.447117e+00, 5.058563e+00
4.547268e+00, 4.998010e+00
4.617918e+00, 4.975676e+00
4.587252e+00, 4.989751e+00
4.548383e+00, 4.977603e+00
4.495817e+00, 4.967432e+00
5.000000e+00, 5.000000e+00
5.266610e+00, 5.033214e+00
5.287923e+00, 5.261188e+00
5.149851e+00, 5.415410e+00
4.567122e+00, 5.410287e+00
3.624303e+00, 5.314777e+00
3.120498e+00, 5.232012e+00
2.139364e+00, 5.055185e+00
1.287426e+00, 5.096316e+00
4.421713e-01, 5.163448e+00
5.250000e+00, 5.000000e+00
5.516610e+00, 5.033214e+00
5.537923e+00, 5.261188e+00
5.399851e+00, 5.415410e+00
4.817122e+00, 5.410287e+00
3.874303e+00, 5.314777e+00
3.370498e+00, 5.232012e+00
2.389364e+00, 5.055185e+00
1.537426e+00, 5.096316e+00
6.921713e-01, 5.163448e+00
5.250000e+00, 5.000000e+00
6.382012e+00, 4.293187e+00
4.783719e+00, 2.770517e+00
4.978556e+00, 7.905973e-01
6.530126e+00, 6.070633e-02
7.684845e+00, 8.273283e-01
5.031992e+00, 2.841652e+00
4.548585e+00, 1.548559e+00
4.471006e+00, 3.517653e-01
3.427188e+00, 1.051545e-02
5.250000e+00, 5.000000e+00
4.250717e+00, 6.093010e+00
3.990826e+00, 6.424018e+00
3.565932e+00, 6.344465e+00
1.746943e+00, 5.620435e+00
1.353418e+00, 5.021408e+00
4.368665e+00, 1.478157e+00
7.896223e+00, 1.582499e-01
9.351399e+00, 1.379345e-01
8.639859e+00, 3.587227e-01
4.696355e+00, 1.607500e-01
9.995955e-02, 8.032511e-04
5.181815e+00, 2.837837e-02
9.672667e+00, 1.121556e-01
7.507926e+00, 1.799840e-02
2.383393e+00, 1.358597e-01
7.382236e+00, 1.312884e-01
7.672952e+00, 3.374425e-01
4.993343e+00, 1.257875e-01
8.464139e+00, 5.337578e-01
8.236256e+00, 6.852275e-01
8.760738e+00, 1.049535e-01
7.901758e+00, 1.923043e-01
2.276690e+00, 2.671117e-01
8.388770e+00, 3.159933e-01
1.591077e+00, 4.752056e-01
4.387578e+00, 4.311775e-01
4.013713e+00, 8.849267e-01
8.758346e+00, 1.790685e-01
2.636164e-01, 7.425436e-01
2.902597e+00, 6.924464e-01
2.375248e+00, 8.080687e-01
8.721617e+00, 1.552622e-01
8.413631e+00, 3.252271e-01
1.254753e+00, 4.661265e-01
7.155555e+00, 3.297094e-01
1.621821e+00, 3.357184e-01
2.417217e+00, 3.800841e-01
3.941779e+00, 4.459046e-01
2.722720e+00, 4.434673e-01
