1 41 0.5011419889175778 0 -261.0 5.0495451198697285 8.443607571765327 2.069777660930708 5.161518421979816
2 81 0.473802488699599 0 -254.5 5.041636013689508 8.768571674868996 1.2957597333660913 5.422597792885973
3 121 0.47051406774183574 0 -254.0 5.050080497363741 8.03199175567375 2.1704486443628372 5.144698102177722
4 161 0.46717371533419977 0 -258.5 5.049282723858081 8.3897739179659 1.9530105112388123 5.317712514551103
5 201 0.4604643475556216 0 -266.0 5.046160323831262 8.532049731813183 1.710525429098864 5.3350699859093815
6 241 0.4405672086445099 0 -259.0 4.954614676031324 8.242610258131418 2.028207369432114 5.693954103952975
7 281 0.3728174847306958 0 -258.5 5.049957284529587 8.266696738371122 1.68806469195862 5.486184491541467
8 321 0.3744522791607673 0 -258.0 5.050548324057159 8.121921854759979 1.7470383563991136 5.482446606624537
9 361 0.43373333105223116 0 -261.0 4.956995729141336 8.38492978224393 1.492753942448476 5.635632059139319
10 401 0.4050711816693033 0 -260.5 5.052778124359538 8.278847739825308 2.017201794841894 5.403231829607518
11 441 0.386369926166207 0 -262.5 4.953423269237225 8.39575344928227 1.374490870369292 5.682207697006838
12 481 0.36990094666403045 0 -258.0 5.050812556325083 8.570850542522177 1.7563391838608047 5.511647801281923
13 521 0.3387966922313112 0 -262.5 4.948919719043146 8.520431666015247 1.5748234922849635 5.6243461168242295
14 561 0.2978124641686141 0 -265.0 4.951636997978298 8.388013959079222 1.551171842800383 5.6033778025624255
15 601 0.29321762254154626 0 -262.5 5.052591890794339 8.468240030530344 1.6988816087914658 5.451352733045302
