1.000000e+00, 6.000000e+00, 4.000000e+00, 0.000000e+00, 9.000000e+00
1.215699e+00, 4.907140e+00, 3.370721e+00, 1.764530e-01, 9.038689e+00
6.202308e-01, 4.944344e+00, 2.655672e+00, 2.195509e-01, 9.397425e+00
2.738672e-01, 5.033146e+00, 2.484712e+00, 5.182023e-01, 9.203204e+00
2.049438e-01, 4.983014e+00, 2.185408e+00, 8.770168e-01, 8.866622e+00
3.436709e-01, 5.003486e+00, 2.482214e+00, 1.778273e+00, 9.278635e+00
4.256391e-01, 4.859508e+00, 1.794832e+00, 1.745073e+00, 9.156972e+00
2.388159e-01, 4.975660e+00, 2.095931e+00, 1.445484e+00, 8.755046e+00
2.029674e-01, 4.988658e+00, 2.091093e+00, 1.566576e+00, 8.280442e+00
5.151976e-02, 5.097777e+00, 1.640308e+00, 8.230543e-01, 8.528376e+00
2.327977e-02, 5.057964e+00, 1.814578e+00, 1.203664e+00, 8.585700e+00
3.022746e-01, 4.997480e+00, 2.128169e+00, 1.346952e+00, 8.543917e+00
3.755661e-01, 4.948838e+00, 2.362616e+00, 9.866726e-01, 8.704561e+00
5.374741e-01, 4.960877e+00, 2.537493e+00, 6.201647e-01, 8.582421e+00
4.639646e-01, 4.957078e+00, 2.431314e+00, 5.333051e-01, 8.720461e+00
4.283376e-01, 5.001232e+00, 2.697971e+00, 6.875686e-01, 9.100528e+00
4.585624e-01, 4.960777e+00, 2.397144e+00, 5.188515e-01, 9.049205e+00
6.869564e-01, 4.886505e+00, 2.403736e+00, 2.399018e-01, 9.192073e+00
6.490236e-01, 4.919124e+00, 2.300665e+00, 1.817937e-01, 9.587921e+00
5.649008e-01, 4.952945e+00, 2.183135e+00, 1.713006e-01, 8.785164e+00
6.204091e-01, 4.945266e+00, 2.322828e+00, 1.544824e-01, 9.265815e+00
6.846985e-01, 4.926608e+00, 2.202533e+00, 2.863485e-01, 9.800521e+00
6.224482e-01, 4.965611e+00, 2.210379e+00, 6.428474e-01, 9.185493e+00
5.096613e-01, 4.998957e+00, 2.071639e+00, 9.709316e-01, 8.867142e+00
5.119092e-01, 4.978240e+00, 2.091989e+00, 8.339353e-01, 8.693579e+00
4.778313e-01, 4.966334e+00, 2.071783e+00, 1.205503e+00, 8.268374e+00
5.002322e-01, 4.938599e+00, 2.233289e+00, 1.242965e+00, 8.673396e+00
4.910638e-01, 4.943246e+00, 2.435893e+00, 1.215679e+00, 8.112333e+00
4.976648e-01, 4.913901e+00, 2.417622e+00, 1.131593e+00, 8.213919e+00
5.133921e-01, 4.881276e+00, 2.499815e+00, 7.484543e-01, 8.202655e+00
4.654729e-01, 4.896973e+00, 2.364423e+00, 1.045628e+00, 8.174534e+00
4.842506e-01, 4.899650e+00, 2.468911e+00, 8.847250e-01, 8.011268e+00
4.848032e-01, 4.866732e+00, 2.612358e+00, 7.155384e-01, 8.064406e+00
4.901010e-01, 4.864562e+00, 2.541573e+00, 6.640566e-01, 8.238064e+00
5.018774e-01, 4.861335e+00, 2.602728e+00, 5.832730e-01, 8.149533e+00
4.946057e-01, 4.852262e+00, 2.639994e+00, 7.672842e-01, 8.066361e+00
5.076809e-01, 4.856071e+00, 2.583252e+00, 6.834443e-01, 8.162701e+00
5.084599e-01, 4.858795e+00, 2.546284e+00, 6.506959e-01, 8.230336e+00
5.263939e-01, 4.848452e+00, 2.522445e+00, 5.767119e-01, 8.172116e+00
5.444190e-01, 4.845588e+00, 2.482013e+00, 6.041720e-01, 8.262873e+00
5.260015e-01, 4.849991e+00, 2.489638e+00, 6.145843e-01, 8.056411e+00
5.361621e-01, 4.841260e+00, 2.489115e+00, 6.560741e-01, 8.066307e+00
5.323530e-01, 4.842456e+00, 2.517944e+00, 6.220491e-01, 8.049678e+00
5.306240e-01, 4.839497e+00, 2.487686e+00, 6.093996e-01, 8.084226e+00
5.310612e-01, 4.835958e+00, 2.496239e+00, 6.984816e-01, 8.004247e+00
5.448555e-01, 4.834127e+00, 2.534289e+00, 6.891584e-01, 8.010772e+00
5.547181e-01, 4.837544e+00, 2.529212e+00, 6.443318e-01, 8.109621e+00
5.484644e-01, 4.842097e+00, 2.562257e+00, 6.735552e-01, 8.166551e+00
5.620406e-01, 4.846045e+00, 2.625356e+00, 6.429984e-01, 8.224142e+00
5.564581e-01, 4.844501e+00, 2.612534e+00, 5.842162e-01, 8.106441e+00
5.586617e-01, 4.845113e+00, 2.594087e+00, 5.826293e-01, 8.241136e+00
5.593292e-01, 4.844877e+00, 2.599765e+00, 5.337263e-01, 8.253356e+00
5.520635e-01, 4.847183e+00, 2.633273e+00, 5.220161e-01, 8.217656e+00
5.555249e-01, 4.847287e+00, 2.656125e+00, 5.233694e-01, 8.171543e+00
5.557515e-01, 4.845662e+00, 2.637292e+00, 5.543787e-01, 8.132526e+00
5.547593e-01, 4.844989e+00, 2.628531e+00, 5.362507e-01, 8.088613e+00
5.521925e-01, 4.844421e+00, 2.602298e+00, 4.931087e-01, 8.060879e+00
5.518731e-01, 4.844780e+00, 2.624820e+00, 5.423734e-01, 8.118659e+00
5.473151e-01, 4.845025e+00, 2.651986e+00, 6.024394e-01, 8.086766e+00
5.466798e-01, 4.842960e+00, 2.643480e+00, 6.071668e-01, 8.081729e+00
5.527430e-01, 4.841622e+00, 2.618262e+00, 6.077763e-01, 8.069569e+00
5.502440e-01, 4.844252e+00, 2.641860e+00, 6.143015e-01, 8.039888e+00
5.553738e-01, 4.842316e+00, 2.622706e+00, 6.157699e-01, 8.029468e+00
5.581331e-01, 4.843598e+00, 2.651010e+00, 6.408467e-01, 8.124972e+00
5.575246e-01, 4.843878e+00, 2.652132e+00, 6.420968e-01, 8.133940e+00
5.651400e-01, 4.843010e+00, 2.651768e+00, 6.213277e-01, 8.176461e+00
5.716317e-01, 4.841613e+00, 2.648837e+00, 5.953222e-01, 8.206597e+00
5.734474e-01, 4.841508e+00, 2.625112e+00, 5.769528e-01, 8.168089e+00
5.771470e-01, 4.841539e+00, 2.625460e+00, 6.173810e-01, 8.170347e+00
5.818858e-01, 4.841660e+00, 2.616353e+00, 5.805581e-01, 8.203789e+00
5.814425e-01, 4.842821e+00, 2.633952e+00, 6.031155e-01, 8.249175e+00
5.820676e-01, 4.842723e+00, 2.630603e+00, 6.171355e-01, 8.263662e+00
5.810322e-01, 4.842950e+00, 2.650306e+00, 6.308405e-01, 8.301191e+00
5.820652e-01, 4.843469e+00, 2.652672e+00, 6.335772e-01, 8.331920e+00
5.843660e-01, 4.844401e+00, 2.659980e+00, 6.236671e-01, 8.352942e+00
5.826154e-01, 4.846388e+00, 2.667020e+00, 6.216952e-01, 8.295863e+00
5.816962e-01, 4.845790e+00, 2.678151e+00, 6.137587e-01, 8.332966e+00
5.819425e-01, 4.844235e+00, 2.675089e+00, 6.396256e-01, 8.365499e+00
5.814692e-01, 4.843552e+00, 2.665970e+00, 6.259098e-01, 8.402457e+00
5.814295e-01, 4.844835e+00, 2.685198e+00, 6.438148e-01, 8.424532e+00
5.816678e-01, 4.844452e+00, 2.666828e+00, 5.783399e-01, 8.350147e+00
5.805797e-01, 4.844686e+00, 2.672400e+00, 6.241567e-01, 8.314265e+00
5.808198e-01, 4.844890e+00, 2.688059e+00, 6.383625e-01, 8.355944e+00
5.805588e-01, 4.845417e+00, 2.695653e+00, 6.603686e-01, 8.402688e+00
5.806613e-01, 4.845504e+00, 2.682326e+00, 6.465040e-01, 8.359339e+00
5.804754e-01, 4.845107e+00, 2.685131e+00, 6.788712e-01, 8.387456e+00
5.805962e-01, 4.844230e+00, 2.678058e+00, 6.281164e-01, 8.391215e+00
5.805353e-01, 4.843799e+00, 2.670190e+00, 6.087991e-01, 8.342631e+00
5.804324e-01, 4.843389e+00, 2.672125e+00, 5.962332e-01, 8.356148e+00
5.803291e-01, 4.843969e+00, 2.695779e+00, 6.629171e-01, 8.433783e+00
5.803253e-01, 4.844145e+00, 2.713167e+00, 7.012497e-01, 8.492711e+00
5.802917e-01, 4.844779e+00, 2.737446e+00, 7.746114e-01, 8.538176e+00
5.803164e-01, 4.845626e+00, 2.764802e+00, 8.766823e-01, 8.601802e+00
5.802906e-01, 4.846422e+00, 2.776696e+00, 9.604780e-01, 8.566555e+00
5.802841e-01, 4.845718e+00, 2.759588e+00, 8.990159e-01, 8.528569e+00
5.802902e-01, 4.846406e+00, 2.761997e+00, 9.737595e-01, 8.478747e+00
5.802904e-01, 4.846481e+00, 2.755106e+00, 9.958958e-01, 8.391365e+00
5.802978e-01, 4.846840e+00, 2.765496e+00, 1.021089e+00, 8.448665e+00
5.802992e-01, 4.846937e+00, 2.763968e+00, 1.033508e+00, 8.454807e+00
5.803009e-01, 4.847124e+00, 2.775986e+00, 1.004673e+00, 8.557686e+00
5.803101e-01, 4.847269e+00, 2.786385e+00, 9.896833e-01, 8.650920e+00
5.802933e-01, 4.847013e+00, 2.778489e+00, 9.959060e-01, 8.625877e+00
5.803013e-01, 4.847250e+00, 2.790872e+00, 9.847311e-01, 8.705271e+00
5.803127e-01, 4.847382e+00, 2.805379e+00, 9.597615e-01, 8.811383e+00
5.803099e-01, 4.847421e+00, 2.809273e+00, 9.456481e-01, 8.821457e+00
5.803145e-01, 4.847399e+00, 2.809207e+00, 9.268884e-01, 8.826100e+00
5.803265e-01, 4.847443e+00, 2.810667e+00, 9.114088e-01, 8.855881e+00
5.803344e-01, 4.847542e+00, 2.811708e+00, 8.852787e-01, 8.851777e+00
5.803264e-01, 4.847584e+00, 2.810633e+00, 8.512780e-01, 8.794806e+00
5.803088e-01, 4.847652e+00, 2.813386e+00, 8.059080e-01, 8.753112e+00
5.803146e-01, 4.847641e+00, 2.810046e+00, 8.007397e-01, 8.711941e+00
5.802970e-01, 4.847679e+00, 2.813649e+00, 7.741475e-01, 8.717937e+00
5.802876e-01, 4.847757e+00, 2.815649e+00, 7.859179e-01, 8.672544e+00
5.802795e-01, 4.847757e+00, 2.814559e+00, 7.785176e-01, 8.640036e+00
