7.296400e-01, -6.716201e-02, 3.562487e-02, 2.257480e-02, -3.072551e-02, -6.716201e-02, 7.866754e-01, 7.470790e-02, -2.034544e-02, -2.759419e-02, 3.562487e-02, 7.470790e-02, 9.406375e-01, 6.655454e-02, -2.655938e-02, 2.257480e-02, -2.034544e-02, 6.655454e-02, 8.864879e-01, -2.759883e-02, -3.072551e-02, -2.759419e-02, -2.655938e-02, -2.759883e-02, 8.331605e-01
7.969449e-01, -6.937371e-03, 1.554248e-01, 1.107063e-01, -8.922306e-02, -6.937371e-03, 4.458576e-01, 8.195519e-02, -8.297645e-02, -2.114539e-02, 1.554248e-01, 8.195519e-02, 1.189568e+00, 2.137316e-01, -1.546250e-02, 1.107063e-01, -8.297645e-02, 2.137316e-01, 8.464693e-01, -2.929051e-03, -8.922306e-02, -2.114539e-02, -1.546250e-02, -2.929051e-03, 7.000128e-01
6.135073e-01, 1.221947e-02, 1.123869e-01, 7.631942e-02, -4.042652e-02, 1.221947e-02, 2.343064e-01, 9.138782e-02, -5.274056e-02, -2.235413e-02, 1.123869e-01, 9.138782e-02, 1.148304e+00, 8.660051e-02, 1.050274e-01, 7.631942e-02, -5.274056e-02, 8.660051e-02, 8.009932e-01, 2.376450e-02, -4.042652e-02, -2.235413e-02, 1.050274e-01, 2.376450e-02, 7.308100e-01
6.806613e-01, -1.309160e-05, 3.218766e-01, 3.727142e-02, 6.840108e-02, -1.309160e-05, 1.416843e-01, 8.274338e-02, -2.476745e-02, -3.548929e-02, 3.218766e-01, 8.274338e-02, 1.149754e+00, 7.705315e-02, 9.085917e-02, 3.727142e-02, -2.476745e-02, 7.705315e-02, 7.997721e-01, -1.887711e-02, 6.840108e-02, -3.548929e-02, 9.085917e-02, -1.887711e-02, 6.173699e-01
5.703920e-01, 4.317935e-03, 2.592235e-01, 1.237504e-01, 9.902889e-02, 4.317935e-03, 7.681224e-02, 5.159572e-02, -3.839972e-02, -1.132560e-02, 2.592235e-01, 5.159572e-02, 8.857191e-01, 8.691799e-02, -2.672523e-02, 1.237504e-01, -3.839972e-02, 8.691799e-02, 1.036673e+00, -5.482304e-02, 9.902889e-02, -1.132560e-02, -2.672523e-02, -5.482304e-02, 5.698634e-01
4.224772e-01, 1.605607e-04, 1.691253e-01, 1.143560e-01, 8.118804e-02, 1.605607e-04, 5.316960e-02, 6.201438e-02, -4.258430e-02, -1.407626e-02, 1.691253e-01, 6.201438e-02, 7.678044e-01, 6.690701e-02, 6.287461e-02, 1.143560e-01, -4.258430e-02, 6.690701e-02, 8.793957e-01, 4.684093e-02, 8.118804e-02, -1.407626e-02, 6.287461e-02, 4.684093e-02, 5.608016e-01
3.069895e-01, -8.727852e-03, 1.428580e-01, 6.985188e-02, 7.541792e-02, -8.727852e-03, 3.778493e-02, 3.737336e-02, -3.260386e-02, -1.376858e-02, 1.428580e-01, 3.737336e-02, 6.744696e-01, 5.919021e-02, 4.842623e-02, 6.985188e-02, -3.260386e-02, 5.919021e-02, 7.006987e-01, -3.163346e-04, 7.541792e-02, -1.376858e-02, 4.842623e-02, -3.163346e-04, 5.359305e-01
2.788518e-01, -2.148997e-02, 1.678534e-01, 6.595646e-02, 1.819379e-02, -2.148997e-02, 2.763241e-02, 1.703711e-02, -2.284980e-02, -3.559390e-03, 1.678534e-01, 1.703711e-02, 6.085930e-01, 7.367156e-02, -7.649702e-02, 6.595646e-02, -2.284980e-02, 7.367156e-02, 7.116038e-01, -7.929875e-03, 1.819379e-02, -3.559390e-03, -7.649702e-02, -7.929875e-03, 6.197177e-01
2.836871e-01, -2.378152e-02, 2.322092e-01, 1.563798e-01, -1.702877e-03, -2.378152e-02, 2.184443e-02, -3.559758e-03, -3.541750e-02, 3.600825e-04, 2.322092e-01, -3.559758e-03, 5.827051e-01, 2.257483e-01, -1.328363e-01, 1.563798e-01, -3.541750e-02, 2.257483e-01, 8.344812e-01, -7.596309e-03, -1.702877e-03, 3.600825e-04, -1.328363e-01, -7.596309e-03, 7.101443e-01
2.430351e-01, -1.993086e-02, 1.537777e-01, 9.499523e-02, -7.193569e-02, -1.993086e-02, 1.742073e-02, -2.792619e-04, -1.772383e-02, 3.952719e-04, 1.537777e-01, -2.792619e-04, 3.966635e-01, 6.608129e-02, -1.250220e-01, 9.499523e-02, -1.772383e-02, 6.608129e-02, 6.263135e-01, 1.249057e-01, -7.193569e-02, 3.952719e-04, -1.250220e-01, 1.249057e-01, 7.274080e-01
2.111716e-01, -2.544643e-02, 1.172146e-01, 7.881747e-02, -5.327855e-02, -2.544643e-02, 1.586942e-02, -3.792677e-03, -2.441281e-02, -1.637173e-02, 1.172146e-01, -3.792677e-03, 3.271212e-01, 3.553563e-02, -7.630039e-02, 7.881747e-02, -2.441281e-02, 3.553563e-02, 5.531969e-01, 1.630326e-01, -5.327855e-02, -1.637173e-02, -7.630039e-02, 1.630326e-01, 6.818247e-01
1.770212e-01, -2.801797e-02, 1.016043e-01, 1.243253e-02, -6.615666e-03, -2.801797e-02, 1.880584e-02, -9.713914e-03, -7.888828e-03, -2.417404e-02, 1.016043e-01, -9.713914e-03, 3.278204e-01, -1.320428e-02, -5.926451e-02, 1.243253e-02, -7.888828e-03, -1.320428e-02, 4.851731e-01, 1.247594e-01, -6.615666e-03, -2.417404e-02, -5.926451e-02, 1.247594e-01, 7.306811e-01
1.599257e-01, -2.430262e-02, 1.107104e-01, -4.463276e-02, 2.273485e-02, -2.430262e-02, 1.606415e-02, -9.996330e-03, -1.286895e-02, -3.222319e-02, 1.107104e-01, -9.996330e-03, 3.015173e-01, -8.274187e-02, -6.700283e-02, -4.463276e-02, -1.286895e-02, -8.274187e-02, 6.383998e-01, 1.787556e-01, 2.273485e-02, -3.222319e-02, -6.700283e-02, 1.787556e-01, 6.715697e-01
