6.148681e-01, 1.225074e-02, 2.148991e-02, 1.533040e-02, 1.225074e-02, 1.266348e+00, 6.662989e-03, 3.486570e-02, 2.148991e-02, 6.662989e-03, 7.191202e-01, 4.370817e-02, 1.533040e-02, 3.486570e-02, 4.370817e-02, 8.856814e-01
3.297839e-01, 5.181122e-02, 2.284817e-02, -1.879586e-02, 5.181122e-02, 9.968054e-01, -7.229184e-02, 1.012447e-02, 2.284817e-02, -7.229184e-02, 6.076718e-01, 9.568892e-02, -1.879586e-02, 1.012447e-02, 9.568892e-02, 6.700380e-01
1.656146e-01, 5.974157e-02, -1.285846e-02, -2.862909e-02, 5.974157e-02, 7.638150e-01, -4.930525e-02, 1.938652e-04, -1.285846e-02, -4.930525e-02, 5.246748e-01, 6.402421e-02, -2.862909e-02, 1.938652e-04, 6.402421e-02, 4.852108e-01
7.391573e-02, 1.026054e-02, 1.142652e-02, 1.416338e-02, 1.026054e-02, 7.467083e-01, -6.078374e-02, -1.871237e-02, 1.142652e-02, -6.078374e-02, 4.583764e-01, 3.140689e-02, 1.416338e-02, -1.871237e-02, 3.140689e-02, 3.700585e-01
3.808451e-02, -1.002761e-02, -6.860510e-04, 4.368035e-03, -1.002761e-02, 7.888133e-01, -1.111156e-01, -2.998757e-03, -6.860510e-04, -1.111156e-01, 3.746581e-01, 2.252366e-02, 4.368035e-03, -2.998757e-03, 2.252366e-02, 3.223878e-01
2.047734e-02, 1.193067e-02, -4.306502e-03, -1.440939e-02, 1.193067e-02, 9.157576e-01, -6.446951e-02, -4.225777e-02, -4.306502e-03, -6.446951e-02, 2.807812e-01, 1.601312e-03, -1.440939e-02, -4.225777e-02, 1.601312e-03, 3.569073e-01
1.425804e-02, -1.254170e-03, 3.031102e-03, -2.603361e-03, -1.254170e-03, 8.115970e-01, -2.108091e-01, -7.671708e-02, 3.031102e-03, -2.108091e-01, 4.371689e-01, 4.854898e-02, -2.603361e-03, -7.671708e-02, 4.854898e-02, 2.644903e-01
8.109952e-03, -5.032387e-03, -1.037403e-03, 4.663519e-03, -5.032387e-03, 1.049144e+00, -2.956014e-01, -7.401907e-02, -1.037403e-03, -2.956014e-01, 4.219486e-01, 4.222545e-02, 4.663519e-03, -7.401907e-02, 4.222545e-02, 2.497860e-01
5.268877e-03, -2.679450e-03, -3.905109e-03, 6.291084e-04, -2.679450e-03, 9.875377e-01, -2.291232e-01, -1.254485e-01, -3.905109e-03, -2.291232e-01, 3.329365e-01, 4.089168e-02, 6.291084e-04, -1.254485e-01, 4.089168e-02, 2.347319e-01
4.154098e-03, -1.630466e-03, -6.881162e-03, -1.502963e-03, -1.630466e-03, 6.471825e-01, -1.385858e-01, -6.682185e-02, -6.881162e-03, -1.385858e-01, 3.093634e-01, 3.802576e-02, -1.502963e-03, -6.682185e-02, 3.802576e-02, 1.866163e-01
